anio,municipio_id,municipio_nombre,promocion_efectiva_primaria,promocion_efectiva_secundaria,repitencia_primaria,repitencia_secundaria,reinscripcion_primaria,reinscripcion_secundaria,abandono_interanual_primaria,abandono_interanual_secundaria,alumnos_promovidos_primaria,alumnos_promovidos_secundaria,alumnos_no_promovidos_primaria,alumnos_no_promovidos_secundaria,salidos_sin_pase_primaria,salidos_sin_pase_secundaria,salidos_con_pase_primaria,salidos_con_pase_secundaria,sobreedad_primaria,sobreedad_secundaria,sobreedad_avanzada_primaria,sobreedad_avanzada_secundaria
2012,6448,Laprida,97.23,73.56,2.51,15.28,0.0,2.94,0.26,8.23,97.46,71.48,2.54,28.52,0.17,7.41,4.16,4.62,8.57,31.64,1.47,13.42
2013,6448,Laprida,98.87,72.69,0.79,18.17,0.09,0.5,0.26,8.63,99.13,78.23,0.87,21.77,0.33,8.44,4.98,8.43,8.99,33.33,1.4,10.94
2014,6448,Laprida,97.96,72.91,1.51,16.68,0.27,0.99,0.27,9.42,98.65,75.79,1.35,24.21,0.26,6.6,5.28,3.78,6.46,35.07,0.8,12.91
2015,6448,Laprida,96.1,71.63,3.01,16.01,0.53,1.48,0.35,10.88,97.49,74.14,2.51,25.86,0.09,7.19,5.36,7.35,5.76,36.03,0.27,14.36
2016,6448,Laprida,95.17,74.66,2.77,14.24,0.18,3.54,1.88,7.56,97.86,81.44,2.14,18.56,0.0,11.05,4.44,6.43,6.88,35.63,0.54,15.96
2017,6448,Laprida,97.56,79.66,2.8,13.76,0.18,4.79,-0.54,1.79,97.31,82.28,2.69,17.72,0.17,8.24,2.95,2.02,6.24,31.11,0.72,15.65
2018,6448,Laprida,97.96,81.24,2.83,13.97,0.0,4.11,-0.8,0.67,97.8,81.86,2.2,18.14,0.0,8.79,3.21,2.52,5.66,32.98,0.71,15.71
2019,6448,Laprida,96.44,84.0,3.04,9.34,0.0,0.74,0.52,5.92,96.85,86.64,3.15,13.36,0.08,8.56,4.53,3.64,6.5,30.67,1.13,15.38
2020,6448,Laprida,98.64,88.44,0.09,0.16,0.0,0.08,1.28,11.32,99.23,98.91,0.77,1.09,0.0,0.11,3.7,3.92,6.64,31.75,1.11,16.63
2021,6448,Laprida,96.02,87.82,3.72,7.2,0.0,0.27,0.27,4.71,97.54,91.4,2.46,8.6,0.0,2.26,1.6,0.65,4.87,26.58,0.88,11.56
2022,6448,Laprida,97.56,87.15,2.18,5.24,0.0,0.09,0.26,7.52,97.74,89.92,2.26,10.08,0.0,4.48,2.51,2.53,5.23,23.69,0.7,9.0
2012,6455,Las Flores,96.41,74.09,1.63,13.72,0.24,2.69,1.71,9.5,98.08,77.95,1.92,22.05,0.12,2.33,2.45,2.06,10.8,35.45,1.67,14.87
2013,6455,Las Flores,98.1,76.64,1.37,15.09,0.0,0.0,0.54,8.27,98.5,72.7,1.5,27.3,0.08,3.14,4.08,4.61,10.1,35.01,1.61,14.39
2014,6455,Las Flores,98.64,77.72,1.78,13.79,0.0,0.82,-0.41,7.67,98.72,75.66,1.28,24.34,0.16,1.16,3.35,2.21,8.88,35.15,1.74,16.68
2015,6455,Las Flores,95.09,79.41,3.89,13.73,0.0,0.75,1.01,6.12,98.82,77.19,1.18,22.81,0.12,1.2,2.65,3.87,7.14,34.59,1.22,16.06
2016,6455,Las Flores,94.89,78.16,3.22,14.75,0.0,2.29,1.89,4.8,97.89,67.15,2.11,32.85,0.2,0.94,3.1,1.75,7.88,35.58,1.29,17.31
2017,6455,Las Flores,93.62,78.21,5.84,15.12,0.58,1.44,-0.04,5.23,97.15,75.3,2.85,24.7,0.04,1.46,2.94,4.87,6.61,36.41,0.62,18.95
2018,6455,Las Flores,93.13,82.91,5.27,11.65,0.04,2.24,1.55,3.21,98.55,83.22,1.45,16.78,0.0,2.35,2.3,4.85,8.71,27.64,0.98,13.46
2019,6455,Las Flores,96.31,80.48,2.66,14.74,0.12,1.29,0.9,3.49,99.09,83.44,0.91,16.56,0.24,0.04,3.36,3.38,7.7,32.85,0.7,15.86
2020,6455,Las Flores,99.3,97.2,0.21,0.28,0.12,0.0,0.37,2.51,100.0,98.6,0.0,1.4,0.0,0.41,2.83,1.95,7.63,25.69,0.66,12.97
2021,6455,Las Flores,96.3,87.51,2.47,7.97,0.04,0.04,1.19,4.48,99.04,88.23,0.96,11.77,0.0,0.24,1.19,1.28,5.72,25.77,0.41,9.71
2022,6455,Las Flores,95.75,86.45,3.07,9.45,0.04,0.52,1.14,3.58,98.22,80.4,1.78,19.6,0.0,0.36,2.12,1.82,4.34,20.75,0.29,7.0
2012,6462,Leandro N. Alem,95.23,72.03,3.58,14.2,0.62,0.12,0.57,13.65,99.16,79.64,0.84,20.36,0.0,5.07,4.06,5.42,11.46,31.2,1.92,13.89
2013,6462,Leandro N. Alem,98.0,78.05,1.94,12.78,0.05,0.12,0.0,9.04,99.53,77.76,0.47,22.24,0.05,4.8,4.95,7.72,10.56,28.99,1.79,11.72
2014,6462,Leandro N. Alem,94.24,76.81,3.42,14.72,0.32,0.43,2.03,8.04,99.51,79.26,0.49,20.74,0.51,5.25,6.5,5.7,7.36,29.93,0.96,10.82
2015,6462,Leandro N. Alem,94.56,75.63,3.29,13.59,0.22,0.86,1.92,9.92,99.61,79.55,0.39,20.45,0.26,7.88,5.54,7.44,7.36,30.92,1.04,13.04
2016,6462,Leandro N. Alem,97.05,77.77,1.93,12.75,0.8,0.43,0.23,9.05,98.86,78.99,1.14,21.01,0.0,4.66,4.62,5.81,6.25,26.91,0.34,9.48
2017,6462,Leandro N. Alem,95.85,79.9,2.98,15.54,0.0,0.12,1.17,4.44,98.33,82.36,1.67,17.64,0.11,2.35,6.84,4.9,3.21,25.03,0.64,8.57
2018,6462,Leandro N. Alem,100.24,84.89,0.77,10.69,0.0,0.66,-1.0,3.76,99.46,84.87,0.54,15.13,0.0,3.11,6.62,6.24,5.13,26.12,0.83,10.61
2019,6462,Leandro N. Alem,96.89,84.69,1.73,10.11,0.0,0.53,1.38,4.67,99.71,86.24,0.29,13.76,0.0,2.38,5.46,5.34,3.28,25.47,0.63,10.17
2020,6462,Leandro N. Alem,100.18,99.59,0.29,0.06,0.0,0.24,-0.47,0.12,100.0,96.32,0.0,3.68,0.0,0.93,5.36,3.97,3.57,23.54,0.7,9.48
2021,6462,Leandro N. Alem,97.96,85.36,1.02,9.76,0.06,0.45,0.96,4.43,99.88,86.96,0.12,13.04,0.0,1.53,1.61,2.9,1.98,21.85,0.24,7.89
2022,6462,Leandro N. Alem,98.06,85.66,1.03,7.02,0.0,0.0,0.91,7.31,99.09,87.62,0.91,12.38,0.0,4.52,3.57,4.98,1.33,17.67,0.24,4.8
2012,6466,Lezama,96.3,90.56,0.37,3.5,0.0,0.17,3.33,5.77,99.81,88.24,0.19,11.76,0.18,0.16,1.09,0.32,4.44,23.43,0.92,11.01
2013,6466,Lezama,99.25,89.98,1.5,3.4,0.37,3.21,-1.12,3.4,100.0,91.88,0.0,8.12,0.0,1.1,5.59,10.37,3.55,42.34,0.19,9.64
2014,6466,Lezama,99.62,91.17,0.38,3.01,0.0,3.01,0.0,2.82,100.0,87.84,0.0,12.16,0.37,1.25,4.01,4.21,2.48,25.56,0.19,9.4
2015,6466,Lezama,96.35,90.11,0.96,8.56,0.0,0.0,2.69,1.33,99.22,83.62,0.78,16.38,0.0,0.0,3.14,6.08,2.69,17.32,0.0,6.89
2016,6466,Lezama,97.6,79.0,1.4,17.84,0.0,0.0,1.0,3.16,99.4,79.73,0.6,20.27,1.15,0.0,5.52,2.63,2.2,29.37,0.2,11.9
2017,6466,Lezama,97.79,89.33,2.41,3.75,0.2,3.56,-0.4,3.37,99.4,91.59,0.6,8.41,0.19,3.32,3.44,4.69,1.81,28.28,0.4,12.55
2018,6466,Lezama,95.4,95.0,1.2,3.08,0.4,0.0,3.0,1.92,99.8,90.27,0.2,9.73,0.39,0.88,3.44,2.4,2.38,20.19,0.4,6.73
2019,6466,Lezama,101.46,88.1,0.42,7.69,0.0,0.0,-1.88,4.21,99.59,88.38,0.41,11.62,0.0,0.72,4.83,6.87,1.46,16.3,0.0,5.86
2020,6466,Lezama,98.44,100.18,1.17,0.0,0.0,0.0,0.39,-0.18,100.0,100.0,0.0,0.0,0.0,0.0,2.58,2.33,0.39,15.26,0.0,4.78
2021,6466,Lezama,99.04,92.29,1.15,0.9,0.0,0.0,-0.19,6.81,99.25,94.46,0.75,5.54,0.0,2.99,1.16,0.91,1.34,21.86,0.0,7.17
2022,6466,Lezama,97.92,90.23,0.0,4.7,0.0,0.0,2.08,5.08,100.0,92.95,0.0,7.05,0.0,1.85,2.03,1.76,1.32,21.43,0.0,3.38
2012,6469,Lincoln,95.41,83.22,3.54,8.43,0.0,2.49,1.04,5.86,98.66,84.78,1.34,15.22,0.15,1.17,2.74,4.73,10.86,33.74,2.15,14.35
2013,6469,Lincoln,95.03,84.58,3.06,9.98,0.0,3.28,1.91,2.16,99.34,82.67,0.66,17.33,0.07,0.46,4.48,5.46,8.94,27.72,1.77,10.37
2014,6469,Lincoln,96.26,83.53,3.41,10.2,0.0,2.94,0.33,3.33,98.77,82.82,1.23,17.18,0.07,1.19,5.09,4.6,7.25,31.04,1.12,10.43
2015,6469,Lincoln,97.37,83.66,2.4,8.91,0.0,4.33,0.23,3.1,98.73,84.48,1.27,15.52,0.07,0.85,3.87,3.19,6.57,27.38,0.86,9.34
2016,6469,Lincoln,96.43,77.89,2.83,12.91,0.0,1.56,0.74,7.64,98.57,80.92,1.43,19.08,0.07,0.69,3.79,4.8,5.75,24.53,0.84,8.31
2017,6469,Lincoln,95.02,80.99,3.96,11.87,0.02,4.77,0.99,2.37,98.66,80.04,1.34,19.96,0.16,1.17,3.84,5.43,4.87,26.97,0.61,9.55
2018,6469,Lincoln,96.52,84.7,2.8,12.1,0.14,0.53,0.53,2.67,98.73,87.07,1.27,12.93,0.0,1.12,3.77,5.43,5.84,25.43,0.51,10.55
2019,6469,Lincoln,95.27,91.3,3.43,4.55,0.12,2.53,1.18,1.61,99.08,89.77,0.92,10.23,0.0,1.24,4.66,4.26,5.9,23.72,0.77,10.12
2020,6469,Lincoln,99.32,99.11,0.22,0.0,0.0,0.0,0.46,0.89,99.95,97.1,0.05,2.9,0.07,0.19,2.04,5.16,4.72,22.97,0.58,10.17
2021,6469,Lincoln,95.33,91.52,2.98,5.04,0.61,0.54,1.09,2.9,99.08,92.32,0.92,7.68,0.0,0.77,1.66,1.67,3.97,17.72,0.29,7.09
2022,6469,Lincoln,97.54,87.42,1.67,6.82,0.69,0.58,0.1,5.19,98.4,87.93,1.6,12.07,0.1,0.94,2.39,2.77,4.01,15.13,0.52,5.57
2012,6476,Loberia,96.78,84.09,2.74,11.09,0.48,2.18,0.0,2.64,98.7,84.41,1.3,15.59,0.0,1.05,2.82,3.78,10.36,28.83,1.93,11.89
2013,6476,Loberia,98.56,82.17,1.22,10.51,0.28,3.09,-0.06,4.23,99.4,80.29,0.6,19.71,0.0,1.55,3.04,2.77,9.57,30.08,1.22,12.47
2014,6476,Loberia,98.42,83.7,0.84,10.65,0.0,3.75,0.73,1.9,98.69,81.57,1.31,18.43,0.11,0.32,1.77,2.41,8.0,28.3,0.84,10.16
2015,6476,Loberia,99.19,81.18,0.52,12.44,0.0,1.58,0.29,4.8,99.14,81.07,0.86,18.93,0.0,0.47,3.62,2.04,5.87,31.47,0.75,13.97
2016,6476,Loberia,95.81,85.19,2.54,13.06,0.06,4.12,1.59,-2.38,97.68,83.72,2.32,16.28,0.06,0.37,3.8,3.35,4.37,32.15,0.47,13.96
2017,6476,Loberia,98.49,80.2,2.41,14.17,0.18,0.21,-1.08,5.42,98.26,81.13,1.74,18.87,0.06,0.15,4.05,2.29,6.85,29.86,0.6,13.13
2018,6476,Loberia,94.64,80.48,2.77,12.91,0.24,1.64,2.35,4.97,98.96,82.16,1.04,17.84,0.0,0.54,3.24,4.14,6.93,26.92,0.48,10.4
2019,6476,Loberia,97.93,89.78,1.64,11.72,0.06,2.39,0.36,-3.89,99.39,87.14,0.61,12.86,0.0,1.2,4.51,1.77,7.48,26.61,0.67,12.06
2020,6476,Loberia,100.06,96.7,0.06,0.11,0.31,0.05,-0.43,3.14,99.82,97.63,0.18,2.37,0.0,0.11,4.38,3.34,5.25,26.98,0.25,14.21
2021,6476,Loberia,96.86,91.52,1.54,4.79,0.43,1.49,1.17,2.2,99.31,89.39,0.69,10.61,0.06,0.43,0.43,0.6,3.63,20.99,0.49,10.08
2022,6476,Loberia,97.26,85.93,1.09,7.47,0.18,2.42,1.46,4.18,98.58,80.92,1.42,19.08,0.06,0.0,2.2,3.45,2.25,22.8,0.12,8.96
2012,6483,Lobos,95.59,74.47,4.6,11.84,0.0,0.69,-0.19,12.99,95.11,81.47,4.89,18.53,0.23,4.87,3.54,5.96,17.06,37.16,4.29,15.98
2013,6483,Lobos,96.52,78.75,2.83,12.73,0.05,1.13,0.6,7.38,96.76,79.77,3.24,20.23,0.28,5.02,4.06,6.28,18.15,35.64,4.39,14.99
2014,6483,Lobos,96.05,83.21,3.11,8.29,0.02,0.69,0.81,7.81,96.32,86.76,3.68,13.24,0.21,5.94,4.12,3.73,12.96,36.26,3.67,15.46
2015,6483,Lobos,94.54,84.44,4.01,9.48,0.1,0.65,1.36,5.43,96.25,85.71,3.75,14.29,0.19,3.79,4.06,3.18,12.38,33.28,3.51,13.94
2016,6483,Lobos,93.6,81.61,5.61,11.99,0.0,3.17,0.79,3.22,95.85,83.27,4.15,16.73,0.05,3.48,3.94,2.98,11.2,33.66,2.46,13.8
2017,6483,Lobos,95.95,83.12,3.1,13.2,0.19,0.64,0.76,3.04,96.45,80.86,3.55,19.14,0.25,2.25,3.49,3.4,12.4,33.01,3.22,13.12
2018,6483,Lobos,95.4,80.06,3.8,14.77,0.14,0.32,0.66,4.85,97.64,83.33,2.36,16.67,0.02,1.02,4.15,3.7,10.96,35.92,2.66,16.14
2019,6483,Lobos,95.16,84.06,2.84,11.35,0.0,0.21,2.0,4.38,97.91,86.17,2.09,13.83,0.12,0.78,3.96,3.03,9.26,34.27,2.05,16.15
2020,6483,Lobos,101.13,100.38,0.22,0.0,0.05,0.05,-1.4,-0.43,100.0,99.74,0.0,0.26,0.02,0.33,3.59,3.38,7.22,30.12,1.18,13.58
2021,6483,Lobos,96.98,81.87,2.58,11.13,0.02,0.1,0.41,6.9,98.88,93.55,1.12,6.45,0.0,0.38,0.86,1.02,5.57,27.64,1.21,10.6
2022,6483,Lobos,98.49,87.12,1.01,8.66,0.1,0.12,0.39,4.1,98.93,88.33,1.07,11.67,0.0,0.4,4.32,2.43,5.6,27.76,0.77,11.53
2012,6490,Lomas de Zamora,96.88,80.59,2.14,8.85,0.22,1.13,0.77,9.43,97.95,78.69,2.05,21.31,0.27,1.65,4.05,4.53,14.36,39.24,4.17,17.12
2013,6490,Lomas de Zamora,97.97,81.95,1.04,9.2,0.08,1.45,0.91,7.4,99.15,79.68,0.85,20.32,0.39,1.27,3.58,4.39,12.51,34.41,3.47,15.35
2014,6490,Lomas de Zamora,97.31,83.44,1.16,7.72,0.13,1.08,1.4,7.75,99.08,81.31,0.92,18.69,0.34,0.98,3.78,4.78,9.85,33.08,2.51,13.89
2015,6490,Lomas de Zamora,97.75,85.62,1.38,7.31,0.1,1.49,0.78,5.58,98.75,81.78,1.25,18.22,0.28,1.11,3.17,4.3,7.87,35.18,1.85,14.86
2016,6490,Lomas de Zamora,96.25,83.3,2.45,9.74,0.19,1.31,1.11,5.64,98.22,81.42,1.78,18.58,0.28,0.77,3.0,3.47,6.79,30.75,1.44,12.46
2017,6490,Lomas de Zamora,95.69,81.66,2.91,10.46,0.19,1.71,1.21,6.17,97.78,81.1,2.22,18.9,0.25,0.65,2.79,3.81,5.75,31.03,1.15,12.02
2018,6490,Lomas de Zamora,95.75,85.62,2.67,9.14,0.06,1.28,1.52,3.96,98.29,82.85,1.71,17.15,0.16,0.44,3.2,4.1,5.72,28.86,1.13,11.22
2019,6490,Lomas de Zamora,96.43,86.66,2.34,8.83,0.11,1.03,1.12,3.48,98.49,84.09,1.51,15.91,0.13,0.46,2.92,3.06,5.29,27.27,1.09,10.56
2020,6490,Lomas de Zamora,98.78,99.6,0.04,0.05,0.03,0.21,1.15,0.15,100.0,97.64,0.0,2.36,0.08,0.07,2.88,3.33,4.67,26.59,0.95,9.69
2021,6490,Lomas de Zamora,96.79,91.55,1.95,5.33,0.21,0.43,1.05,2.69,98.88,90.63,1.12,9.37,0.08,0.11,2.02,1.32,3.4,22.87,0.73,8.43
2022,6490,Lomas de Zamora,97.9,90.62,1.69,6.01,0.08,0.68,0.33,2.69,98.61,87.36,1.39,12.64,0.04,0.12,2.71,2.29,3.93,20.12,0.7,6.85
2012,6497,Lujan,98.46,78.62,1.63,11.5,0.1,1.75,-0.19,8.12,98.58,79.19,1.42,20.81,0.18,2.35,4.1,4.19,12.05,37.0,3.12,16.6
2013,6497,Lujan,97.98,83.88,1.65,8.61,0.02,0.28,0.35,7.22,98.2,82.39,1.8,17.61,0.33,2.61,3.96,4.01,10.02,33.01,2.66,15.3
2014,6497,Lujan,98.6,84.84,1.64,7.75,0.07,0.69,-0.31,6.71,98.61,85.25,1.39,14.75,0.19,1.47,3.64,3.82,8.75,28.59,2.04,12.43
2015,6497,Lujan,98.33,85.51,2.18,9.36,0.01,0.45,-0.52,4.68,97.96,83.19,2.04,16.81,0.14,1.14,3.53,2.35,7.72,27.78,1.72,10.88
2016,6497,Lujan,95.45,86.48,4.45,9.33,0.09,1.38,0.01,2.82,95.81,83.94,4.19,16.06,0.32,1.19,2.61,2.97,7.34,27.4,1.55,11.35
2017,6497,Lujan,95.72,84.87,4.19,9.69,0.0,1.02,0.08,4.42,97.19,88.22,2.81,11.78,0.19,1.01,3.89,3.21,7.9,26.97,2.16,10.49
2018,6497,Lujan,96.9,87.18,3.57,8.56,0.02,0.63,-0.48,3.63,97.99,89.86,2.01,10.14,0.1,0.58,3.79,3.72,8.52,25.54,2.15,9.57
2019,6497,Lujan,97.64,88.96,2.44,7.15,0.46,0.54,-0.54,3.35,98.25,86.95,1.75,13.05,0.12,1.16,3.13,3.59,8.27,22.93,2.0,9.29
2020,6497,Lujan,100.37,101.01,0.21,0.1,0.2,0.02,-0.78,-1.13,100.0,98.59,0.0,1.41,0.02,0.18,3.08,2.89,5.93,20.72,1.28,7.2
2021,6497,Lujan,97.13,95.03,2.74,3.59,0.17,0.12,-0.05,1.25,97.86,94.74,2.14,5.26,0.01,0.15,1.36,0.69,4.4,23.07,1.04,6.44
2022,6497,Lujan,96.72,89.89,3.1,4.94,0.16,0.96,0.02,4.21,97.38,92.56,2.62,7.44,0.02,0.4,2.85,2.99,5.56,18.28,1.35,5.2
2012,6505,Magdalena,95.77,80.03,3.92,9.3,0.05,1.07,0.25,9.6,97.72,90.44,2.28,9.56,0.1,1.36,5.37,5.42,8.2,32.16,1.96,12.3
2013,6505,Magdalena,98.33,79.1,1.38,12.81,0.1,5.31,0.2,2.78,99.15,85.89,0.85,14.11,0.05,1.81,3.63,2.82,7.39,33.9,1.87,12.47
2014,6505,Magdalena,97.3,84.52,3.13,7.99,0.05,0.3,-0.48,7.2,98.94,96.84,1.06,3.16,0.0,0.34,4.95,4.99,5.54,36.74,1.54,12.76
2015,6505,Magdalena,95.96,86.41,2.54,7.61,0.0,1.25,1.5,4.73,98.13,87.89,1.87,12.11,0.41,1.67,3.21,5.7,6.44,24.17,1.36,9.6
2016,6505,Magdalena,95.87,87.95,4.74,7.73,0.05,0.36,-0.66,3.96,96.4,83.03,3.6,16.97,0.09,0.47,4.2,3.02,5.21,26.47,0.7,9.37
2017,6505,Magdalena,96.62,79.29,4.24,10.42,0.0,1.09,-0.86,9.2,97.09,87.87,2.91,12.13,0.04,0.79,4.04,3.61,7.26,25.53,1.08,7.36
2018,6505,Magdalena,94.67,82.59,6.55,9.8,0.26,0.75,-1.47,6.86,96.5,85.77,3.5,14.23,0.0,0.78,6.18,4.76,8.89,20.84,1.17,7.38
2019,6505,Magdalena,93.92,86.25,5.57,10.28,0.34,3.99,0.17,-0.52,96.72,93.15,3.28,6.85,0.12,1.17,3.51,5.2,9.14,26.55,1.59,9.66
2020,6505,Magdalena,102.88,97.66,0.29,0.0,0.37,0.04,-3.54,2.3,99.26,99.51,0.74,0.49,0.04,0.2,4.1,4.07,11.33,24.35,1.28,7.15
2021,6505,Magdalena,92.4,78.36,6.3,10.84,0.47,0.11,0.83,10.69,98.32,96.71,1.68,3.29,0.04,0.0,2.17,1.7,7.25,20.42,0.95,4.85
2022,6505,Magdalena,96.58,93.8,3.85,4.61,0.0,0.04,-0.43,1.55,97.56,93.93,2.44,6.07,0.0,0.15,2.06,2.42,6.87,20.25,0.51,5.96
2012,6511,Maipu,96.55,81.48,2.09,11.7,2.63,2.84,-1.27,3.98,96.5,86.54,3.5,13.46,0.35,1.9,4.09,5.6,10.06,33.86,1.63,15.23
2013,6511,Maipu,98.14,85.04,1.02,8.3,0.0,0.33,0.84,6.33,98.97,82.61,1.03,17.39,0.0,1.9,3.37,5.03,9.39,29.59,1.58,12.88
2014,6511,Maipu,96.18,84.92,2.05,6.12,0.28,0.22,1.49,8.74,97.81,87.66,2.19,12.34,0.0,2.03,4.56,5.07,6.42,28.63,1.21,10.38
2015,6511,Maipu,98.08,88.55,2.79,4.74,0.19,0.77,-1.06,5.95,96.96,90.87,3.04,9.13,0.27,0.33,6.41,6.0,8.84,22.8,0.96,8.04
2016,6511,Maipu,96.07,86.9,2.88,8.62,0.38,0.22,0.67,4.26,97.27,86.87,2.73,13.13,0.19,1.04,3.29,4.88,9.2,21.18,1.73,7.21
2017,6511,Maipu,96.47,79.83,3.82,14.54,0.69,3.18,-0.98,2.44,96.71,94.38,3.29,5.62,0.0,0.42,2.66,4.25,4.43,22.19,0.39,6.58
2018,6511,Maipu,94.07,90.42,5.25,7.0,1.17,0.21,-0.49,2.37,96.4,95.29,3.6,4.71,0.09,0.94,3.65,2.42,7.37,22.71,1.16,6.83
2019,6511,Maipu,92.69,91.97,4.74,8.14,0.28,0.0,2.28,-0.11,98.54,95.38,1.46,4.62,0.0,0.51,2.92,3.96,8.06,17.77,0.95,3.53
2020,6511,Maipu,99.06,100.62,0.94,0.1,0.0,0.0,0.0,-0.72,100.0,100.0,0.0,0.0,0.0,0.0,4.48,2.64,5.53,12.16,0.28,4.02
2021,6511,Maipu,92.29,94.75,5.42,1.72,0.0,0.2,2.3,3.33,97.15,99.18,2.85,0.82,0.0,0.3,0.46,0.3,5.05,14.14,0.46,2.83
2022,6511,Maipu,98.35,95.89,1.56,2.01,0.0,0.5,0.09,1.6,98.99,98.48,1.01,1.52,0.18,0.1,2.24,2.78,6.78,9.53,0.27,1.3
2012,6515,Malvinas Argentinas,95.61,78.85,2.61,11.55,0.44,1.93,1.35,7.66,97.44,78.43,2.56,21.57,0.42,0.88,3.71,3.01,12.72,40.17,3.34,16.83
2013,6515,Malvinas Argentinas,97.48,80.38,1.8,10.22,0.15,2.47,0.57,6.93,98.2,79.77,1.8,20.23,0.52,1.03,3.63,4.05,10.75,37.82,2.75,15.96
2014,6515,Malvinas Argentinas,97.39,80.67,1.93,10.82,0.2,2.12,0.48,6.39,98.07,78.49,1.93,21.51,0.37,0.51,3.26,3.45,9.37,35.41,2.2,14.53
2015,6515,Malvinas Argentinas,97.61,81.62,2.11,10.4,0.25,1.97,0.04,6.01,97.75,77.5,2.25,22.5,0.3,0.53,3.02,4.19,8.07,34.62,1.8,14.47
2016,6515,Malvinas Argentinas,94.75,80.32,4.42,11.83,0.35,2.63,0.49,5.23,96.6,78.94,3.4,21.06,0.24,0.68,3.01,3.32,8.11,33.93,1.88,13.87
2017,6515,Malvinas Argentinas,95.03,83.9,4.03,11.59,0.05,1.9,0.9,2.62,96.99,81.03,3.01,18.97,0.25,0.58,2.71,2.88,7.33,31.83,1.65,13.01
2018,6515,Malvinas Argentinas,94.35,84.74,4.37,10.5,0.21,1.17,1.08,3.6,97.68,83.17,2.32,16.83,0.19,0.55,3.19,3.05,8.0,32.35,1.9,13.28
2019,6515,Malvinas Argentinas,95.5,86.65,3.24,8.63,0.27,1.68,0.98,3.04,98.11,86.11,1.89,13.89,0.25,0.42,2.86,2.82,7.69,31.16,1.77,12.38
2020,6515,Malvinas Argentinas,99.46,99.52,0.04,0.07,0.13,0.36,0.37,0.06,99.98,97.23,0.02,2.77,0.03,0.11,3.11,2.91,7.15,28.59,1.36,10.13
2021,6515,Malvinas Argentinas,96.06,90.49,2.82,4.86,0.08,0.45,1.05,4.2,98.12,89.58,1.88,10.42,0.03,0.25,1.51,1.16,5.1,24.94,0.95,8.75
2022,6515,Malvinas Argentinas,96.87,88.96,2.69,6.62,0.15,1.49,0.29,2.93,97.65,85.93,2.35,14.07,0.03,0.27,3.17,2.14,5.52,22.29,0.96,6.93
2012,6518,Mar Chiquita,96.24,76.31,3.85,15.22,0.18,2.14,-0.27,6.33,96.71,71.38,3.29,28.62,0.21,1.09,3.82,4.78,14.38,36.01,2.39,15.56
2013,6518,Mar Chiquita,98.26,83.06,3.04,6.83,0.0,2.86,-1.3,7.25,97.26,78.25,2.74,21.75,0.38,3.0,5.73,5.7,14.7,36.27,2.41,17.44
2014,6518,Mar Chiquita,100.44,88.32,2.42,4.57,0.0,1.88,-2.86,5.24,98.93,81.74,1.07,18.26,0.21,1.3,4.28,6.91,12.47,29.47,2.07,10.48
2015,6518,Mar Chiquita,98.28,85.5,2.89,7.7,0.0,2.31,-1.16,4.49,97.84,84.89,2.16,15.11,0.12,0.79,5.68,5.97,9.56,29.66,1.68,9.35
2016,6518,Mar Chiquita,95.51,86.82,4.86,7.87,0.08,4.52,-0.46,0.79,97.14,83.1,2.86,16.9,0.08,1.49,4.05,4.11,9.43,27.23,1.5,9.54
2017,6518,Mar Chiquita,98.04,85.95,5.27,13.12,0.53,4.62,-3.84,-3.69,98.57,86.85,1.43,13.15,0.24,1.09,3.97,3.53,9.4,26.95,1.43,9.52
2018,6518,Mar Chiquita,95.03,85.63,4.7,8.77,0.12,2.02,0.16,3.58,98.01,91.58,1.99,8.42,0.04,0.62,3.58,3.52,7.15,25.19,0.51,7.37
2019,6518,Mar Chiquita,97.39,87.12,3.8,10.19,0.35,0.38,-1.54,2.32,98.62,86.89,1.38,13.11,0.0,0.25,3.28,3.27,6.95,24.38,0.73,7.61
2020,6518,Mar Chiquita,103.02,99.55,0.15,0.16,0.04,0.21,-3.21,0.08,100.0,96.85,0.0,3.15,0.04,0.04,4.09,4.1,4.99,19.88,0.34,5.07
2021,6518,Mar Chiquita,99.45,91.47,2.9,6.13,0.0,0.0,-2.35,2.4,99.22,87.32,0.78,12.68,0.0,0.08,2.04,1.49,3.45,20.4,0.11,3.72
2022,6518,Mar Chiquita,98.15,88.59,2.75,4.1,0.0,0.07,-0.91,7.24,97.71,92.1,2.29,7.9,0.14,0.14,4.47,2.35,3.26,22.38,0.25,6.54
2012,6525,Marcos Paz,97.04,78.4,1.99,8.58,0.08,3.62,0.89,9.4,97.86,83.8,2.14,16.2,0.4,3.37,4.33,4.11,13.83,36.25,2.85,13.97
2013,6525,Marcos Paz,98.39,77.09,1.34,12.36,0.01,2.1,0.25,8.46,98.87,81.71,1.13,18.29,0.09,2.51,6.03,5.49,11.53,35.38,2.36,12.52
2014,6525,Marcos Paz,98.88,79.22,0.51,10.16,0.2,2.33,0.41,8.29,99.52,82.5,0.48,17.5,0.41,3.3,4.57,6.19,8.7,34.76,1.25,13.2
2015,6525,Marcos Paz,98.69,76.75,0.84,11.78,0.11,2.46,0.36,9.01,99.42,76.55,0.58,23.45,0.35,5.4,4.96,5.22,7.44,32.24,1.43,12.46
